Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,common_name,scientific_name_23
Conopophila albogularis,Meliphagidae,Passeriformes,AVIBASE-F2B72743,14,3,10,1,4,14.4,8,2.8,3,18.5,65.9,12.3,53.4,18.8,43.7,11.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial,Rufous-banded Honeyeater,Conopophila albogularis
Conopophila rufogularis,Meliphagidae,Passeriformes,AVIBASE-D06D4369,16,6,10,0,4,13.3,6.8,2.6,2.9,18.1,69.8,12.3,53.2,18.8,44.3,10.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Insessorial,Rufous-throated Honeyeater,Conopophila rufogularis
Conopophila whitei,Meliphagidae,Passeriformes,AVIBASE-DA492C3A,7,1,6,0,3,11.5,5.9,2.5,2.8,16.1,61.9,10.3,52,16.5,42.1,9.8,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Insessorial,Gray Honeyeater,Conopophila whitei
Entomyzon cyanotis,Meliphagidae,Passeriformes,AVIBASE-3EB7F778,23,7,13,3,4,33.7,15.5,5.2,7.1,31.9,150.9,40.2,116,25.7,120.4,105.3,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,Blue-faced Honeyeater,Entomyzon cyanotis
Epthianura albifrons,Meliphagidae,Passeriformes,AVIBASE-54C1FDE5,16,3,13,0,4,12.7,7.6,2.4,2.6,19,70.4,16,53.9,22.9,42.1,13.3,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Invertivore,Generalist,White-fronted Chat,Epthianura albifrons
Epthianura aurifrons,Meliphagidae,Passeriformes,AVIBASE-484BD738,15,5,10,0,4,12.7,7.8,2.5,2.5,18.1,62.8,12.8,49.7,20.5,36.8,10.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,Orange Chat,Epthianura aurifrons
Epthianura crocea,Meliphagidae,Passeriformes,AVIBASE-AC1DDE03,12,4,8,0,4,13.2,7.7,2.6,2.7,17.7,59.1,9.9,47.7,17.1,38.4,9.3,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Invertivore,Generalist,Yellow Chat,Epthianura crocea
Epthianura tricolor,Meliphagidae,Passeriformes,AVIBASE-6A8D3C1E,14,5,9,0,4,13.6,7.2,2.5,2.6,18.2,66.2,16.4,50.4,24.6,39.2,10.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,Crimson Chat,Epthianura tricolor
Foulehaio carunculatus,Meliphagidae,Passeriformes,AVIBASE-A7119ADF,11,6,5,0,4,27,12.7,3.6,4.4,30.7,99.5,19.1,83.1,18.6,81,37,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,Eastern Wattled-Honeyeater,Foulehaio carunculatus
Foulehaio procerior,Meliphagidae,Passeriformes,AVIBASE-FF3E7726,0,0,0,0,0,27,12.7,3.6,4.4,30.7,99.5,19.1,83.1,18.6,81,37,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Foulehaio carunculatus,Forest,1,1,Herbivore,Omnivore,Insessorial,Western Wattled-Honeyeater,Foulehaio procerior
Foulehaio taviunensis,Meliphagidae,Passeriformes,AVIBASE-62AE35E9,0,0,0,0,0,27,12.7,3.6,4.4,30.7,99.5,19.1,83.1,18.6,81,37,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Foulehaio carunculatus,Forest,1,1,Herbivore,Omnivore,Insessorial,Northern Wattled-Honeyeater,Foulehaio taviunensis
Gavicalis fasciogularis,Meliphagidae,Passeriformes,AVIBASE-EEC32D82,19,9,10,0,4,20.6,9.5,3.1,4.2,25.1,91.4,14.7,77.8,15.9,80.4,26.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,Mangrove Honeyeater,Gavicalis fasciogularis
Gavicalis versicolor,Meliphagidae,Passeriformes,AVIBASE-3C570F2E,14,6,8,0,4,25,11.9,3.6,4.7,25,99.9,16.1,78.4,17,84.5,36.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Insessorial,Varied Honeyeater,Gavicalis versicolor
Gavicalis virescens,Meliphagidae,Passeriformes,AVIBASE-ADF91F60,20,10,10,0,4,19.6,9.3,3.1,3.9,22.6,90.9,16.4,73.6,18.2,81.2,23.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Insessorial,Singing Honeyeater,Gavicalis virescens
Gliciphila melanops,Meliphagidae,Passeriformes,AVIBASE-AD945C6E,16,6,10,0,4,21.3,11.9,2.7,3.5,21.2,78.8,18.2,58.1,23.9,66.2,18.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Nectarivore,Insessorial,Tawny-crowned Honeyeater,Gliciphila melanops
Gliciphila notabilis,Meliphagidae,Passeriformes,AVIBASE-40123D94,9,3,6,0,4,31.3,19.3,3.5,4.2,26.5,85.9,16.8,68.2,19.7,73.7,27.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Vanuatu Honeyeater,Gliciphila notabilis
Gliciphila undulata,Meliphagidae,Passeriformes,AVIBASE-304DE3C6,7,3,4,0,4,29.3,18.6,3.4,3.7,25.3,86.8,16.8,67.5,20,79.7,16,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Barred Honeyeater,Gliciphila undulata
Glycichaera fallax,Meliphagidae,Passeriformes,AVIBASE-CA49E4FB,10,3,6,1,4,14.5,8,2.6,2.9,16.6,59.5,7.1,52.2,11.9,40.8,11.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,Green-backed Honeyeater,Glycichaera fallax
Grantiella picta,Meliphagidae,Passeriformes,AVIBASE-56DDD096,7,1,3,3,4,16.9,8.9,3.4,3.9,17.4,87,29.5,55.9,34.5,51.9,21.5,Dunning,NA,NO,NA,NA,Woodland,2,3,Herbivore,Omnivore,Insessorial,Painted Honeyeater,Grantiella picta
Guadalcanaria inexpectata,Meliphagidae,Passeriformes,AVIBASE-167A2A67,5,3,2,0,4,30.2,15.6,3.6,4.7,26.8,101,17.3,85.5,16.8,89,43.3,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Guadalcanal Honeyeater,Guadalcanaria inexpectata
Gymnomyza aubryana,Meliphagidae,Passeriformes,AVIBASE-4709E1AB,4,1,2,1,4,49.9,26,6.1,10.1,50.8,175.2,31,144.2,17.9,179.1,195.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Crow Honeyeater,Gymnomyza aubryana
Gymnomyza brunneirostris,Meliphagidae,Passeriformes,AVIBASE-AF97F582,2,1,0,1,2,39.4,19,5.2,6.2,37.8,123,22.6,100.4,18.1,119.5,87.8,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,Duetting Giant-Honeyeater,Gymnomyza brunneirostris
